3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,9,10,9,10,9,2,2,2,2,2,2,2,1,1,3,
3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,0,2,2,2,2,2,2,2,1,1,3,
3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,9,10,10,10,10,2,2,2,2,2,2,2,9,1,3,
3,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,0,2,2,2,2,2,2,2,10,1,3,
3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,10,2,2,2,2,2,2,2,9,1,3,
3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,10,0,10,9,10,2,2,2,2,2,2,2,9,8,10,9,1,3,
3,1,10,10,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,10,8,9,0,9,2,2,2,2,2,2,2,2,2,10,10,1,3,
3,1,10,10,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,9,8,10,0,10,2,2,2,2,2,2,2,2,2,10,10,1,3,
3,1,10,9,8,9,9,8,10,1,1,1,2,2,2,2,2,2,2,2,2,2,9,8,10,0,9,2,2,2,2,2,2,2,2,2,9,9,1,3,
3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,9,10,9,0,0,10,2,2,2,2,2,2,2,2,2,10,9,1,3,
3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,8,9,10,0,0,9,2,2,2,2,2,2,2,2,2,10,9,1,3,
3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,9,9,9,2,2,2,2,2,2,2,2,0,9,9,1,3,
3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,0,10,10,0,1,2,2,2,2,2,0,10,9,1,3,
3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,1,1,9,10,1,1,1,2,1,1,2,0,9,10,1,3,
3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,9,1,1,1,10,0,1,1,1,9,10,1,3,
3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,10,1,1,1,9,0,9,1,1,10,10,1,3,
3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,0,10,1,1,1,9,0,9,1,1,10,9,1,3,
3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,10,0,1,0,10,0,10,1,1,9,1,1,3,
3,1,10,10,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,10,9,10,9,9,0,9,0,10,1,1,10,1,1,3,
3,1,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,10,9,10,9,9,10,10,9,10,10,1,1,1,1,3,
3,1,9,9,1,2,2,2,2,2,2,2,9,0,0,2,2,2,2,2,2,2,2,2,1,1,0,9,0,9,0,10,0,9,1,1,1,1,1,3,
3,1,9,1,1,1,10,9,9,10,10,9,9,10,9,2,2,2,2,2,2,1,2,1,1,1,1,9,1,9,1,1,1,10,1,1,1,1,1,3,
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
